    1    1    1        0.5000000000        0.0000000000
    1    1    2        0.0000000000        0.0000000000
    1    2    1        0.0000000000        0.0000000000
    1    2    2        0.5000000000        0.0000000000
    2    1    1        0.5000000000        0.0000000000
    2    1    2        0.0000000000        0.0000000000
    2    2    1        0.0000000000        0.0000000000
    2    2    2        0.5000000000        0.0000000000
