         1    1.968495996958186    
         2    1.968495996947949    
         3    1.968495996958186    
         4    1.968495996968424    
         5    1.968495996958186    
         6    2.000000000000000    
         7    1.999999999999999    
         8    1.999999999999999    
         9    1.971060761117723    
        10    0.031504003041814    
        11    0.031504003052052    
        12    0.031504003041814    
        13    0.031504003031576    
        14    0.031504003041814    
        15    0.028939238882277    
