         1    6.000000000000000    
         2    6.000000000000000    
         3    6.000000000000000    
         4    5.999999999999999    
         5    6.000000000000000    
         6    2.000000000000001    
         7    1.999999999999999    
         8    1.999999999999999    
         9    -0.000000000000000    
        10    6.000000000000000    
        11    6.000000000000001    
        12    6.000000000000002    
        13    6.000000000000002    
        14    5.999999999999998    
        15    -0.000000000000000    
