         1             1    0.125506977976951    0.000000000000000    
         1             7    -0.992092736834160    0.000000000000000    
         2             3    0.407299533152588    0.000000000000000    
         2             6    0.584793203608893    0.000000000000000    
         2             9    0.701515501829098    0.000000000000000    
         3             2    -0.405020163794161    0.000000000000000    
         3             5    -0.521546999471898    0.000000000000000    
         3             8    -0.624023017872650    0.000000000000000    
         3            10    0.102476018400752    0.000000000000000    
         3            14    -0.405020163794161    0.000000000000000    
         4             4    -0.701515501722906    0.000000000000000    
         4            11    -0.000005481258587    0.000000000000000    
         4            12    -0.407299533247889    0.000000000000000    
         4            13    -0.584793203643806    0.000000000000000    
         4            15    0.000000693419249    0.000000000000000    
         5             4    0.000003875835116    0.000000000000000    
         5            11    -0.992092736819018    0.000000000000000    
         5            12    0.000002250307840    0.000000000000000    
         5            13    0.000003230950747    0.000000000000000    
         5            15    0.125506977975036    0.000000000000000    
         6             3    -0.500000000004688    0.000000000000000    
         6             6    -0.500000000060938    0.000000000000000    
         6             9    0.707106781140143    0.000000000000000    
         7             2    0.707106781186406    0.000000000000000    
         7             4    0.000000446929564    0.000000000000000    
         7            12    -0.000000316026925    0.000000000000000    
         7            13    -0.000000316026925    0.000000000000000    
         7            14    -0.707106781186406    0.000000000000000    
         8             2    -0.000000446929564    0.000000000000000    
         8             4    0.707106781232810    0.000000000000000    
         8            12    -0.499999999995212    0.000000000000000    
         8            13    -0.499999999938963    0.000000000000000    
         8            14    0.000000446929564    0.000000000000000    
         9             2    -0.573158029563360    0.000000000000000    
         9             5    0.335834620685177    0.000000000000000    
         9             8    0.474733238106367    0.000000000000000    
         9            10    0.069449308710596    0.000000000000000    
         9            14    -0.573158029563360    0.000000000000000    
        10             1    0.992092736834160    0.000000000000000    
        10             7    0.125506977976951    0.000000000000000    
        11             3    -0.764268990793815    0.000000000000000    
        11             6    0.638762012765247    0.000000000000000    
        11             9    -0.088746835206074    0.000000000000000    
        12             2    0.051238009200376    0.000000000000000    
        12             5    0.477481651314329    0.000000000000000    
        12             8    -0.332558676273991    0.000000000000000    
        12            10    0.810040327588322    0.000000000000000    
        12            14    0.051238009200377    0.000000000000000    
        13             4    -0.088746835221362    0.000000000000000    
        13            11    -0.000000101890618    0.000000000000000    
        13            12    -0.764268990745595    0.000000000000000    
        13            13    0.638762012820301    0.000000000000000    
        13            15    -0.000000805412922    0.000000000000000    
        14             4    0.000000072047547    0.000000000000000    
        14            11    -0.125506977976910    0.000000000000000    
        14            12    0.000000620458248    0.000000000000000    
        14            13    -0.000000518567630    0.000000000000000    
        14            15    -0.992092736833832    0.000000000000000    
        15             2    0.069449308710595    0.000000000000000    
        15             5    -0.622266106701341    0.000000000000000    
        15             8    0.524049952425381    0.000000000000000    
        15            10    0.573158029563360    0.000000000000000    
        15            14    0.069449308710595    0.000000000000000    
