         1    2.000000000000000    
         2    2.000000000000000    
         3    2.000000000000000    
         4    2.000000000000001    
         5    2.000000000000000    
         6    2.000000000000000    
         7    2.000000000000000    
         8    2.000000000000000    
         9    2.000000000000000    
        10    6.000000000000000    
        11    6.000000000000001    
        12    6.000000000000004    
        13    6.000000000000000    
        14    6.000000000000000    
        15    0.000000000000000    
