         1    0.999999999849999    
         2    0.999999999850000    
         3    0.999999999925001    
         4    1.000000000000000    
         5    1.000000000000000    
         6    1.000000000000000    
         7    1.000000000075001    
         8    1.000000000150000    
         9    1.000000000150000    
        10    2.999999999849997    
        11    2.999999999924998    
        12    2.999999999999999    
        13    3.000000000074998    
        14    3.000000000149997    
        15    5.999999999999993    
