         1             1    0.000000000024652    
         1             2    0.500000000000000    
         1             3    0.000000000024652    
         1             4    0.500000000000000    
         1             5    0.000000000000000    
         1             6    0.999999999950697    
         2             1    0.000000000000000    
         2             2    1.000000000000000    
         2             3    0.000000000000000    
         2             4    1.000000000000000    
         2             5    0.000000000000000    
         2             6    0.000000000000000    
         3             1    0.249999999981250    
         3             2    0.250000000018750    
         3             3    0.249999999981250    
         3             4    0.250000000018750    
         3             5    0.500000000037500    
         3             6    0.499999999962500    
         4             1    0.499999999975348    
         4             2    0.500000000000000    
         4             3    0.499999999975348    
         4             4    0.500000000000000    
         4             5    0.000000000000000    
         4             6    0.000000000049303    
         5             1    0.500000000000000    
         5             2    0.000000000000000    
         5             3    0.500000000000000    
         5             4    0.000000000000000    
         5             5    1.000000000000000    
         5             6    0.000000000000000    
         6             1    0.000000000000000    
         6             2    0.500000000000000    
         6             3    0.000000000000000    
         6             4    0.500000000000000    
         6             5    0.000000000000000    
         6             6    1.000000000000000    
         7             1    0.249999999981250    
         7             2    0.250000000018750    
         7             3    0.249999999981250    
         7             4    0.250000000018750    
         7             5    0.500000000037500    
         7             6    0.499999999962500    
         8             1    1.000000000000000    
         8             2    0.000000000000000    
         8             3    1.000000000000000    
         8             4    0.000000000000000    
         8             5    0.000000000000000    
         8             6    0.000000000000000    
         9             1    0.500000000000000    
         9             2    0.000000000000000    
         9             3    0.500000000000000    
         9             4    0.000000000000000    
         9             5    1.000000000000000    
         9             6    0.000000000000000    
        10             1    0.500000000000000    
        10             2    0.500000000000000    
        10             3    0.500000000000000    
        10             4    0.500000000000000    
        10             5    0.000000000000000    
        10             6    0.000000000000000    
        11             1    0.250000000018750    
        11             2    0.249999999981250    
        11             3    0.250000000018750    
        11             4    0.249999999981250    
        11             5    0.499999999962500    
        11             6    0.500000000037500    
        12             1    0.166666666666666    
        12             2    0.166666666666666    
        12             3    0.166666666666666    
        12             4    0.166666666666666    
        12             5    0.666666666666668    
        12             6    0.666666666666668    
        13             1    0.250000000018750    
        13             2    0.249999999981250    
        13             3    0.250000000018750    
        13             4    0.249999999981250    
        13             5    0.499999999962500    
        13             6    0.500000000037500    
        14             1    0.500000000000000    
        14             2    0.500000000000000    
        14             3    0.500000000000000    
        14             4    0.500000000000000    
        14             5    0.000000000000000    
        14             6    0.000000000000000    
        15             1    0.333333333333334    
        15             2    0.333333333333334    
        15             3    0.333333333333334    
        15             4    0.333333333333334    
        15             5    0.333333333333333    
        15             6    0.333333333333333    
