         1    0.764218330689947    
         2    0.764218330714829    
         3    0.764218330839945    
         4    0.764218330965061    
         5    0.764218330989946    
         6    1.199999999887500    
         7    1.199999999999999    
         8    1.200000000112500    
         9    1.331456143534597    
        10    3.035781669010052    
        11    3.035781669097669    
        12    3.035781669160048    
        13    3.035781669222433    
        14    3.035781669310053    
        15    6.068543856465391    
