         1    2.063008006083628    
         2    2.063008006104104    
         3    2.063008006083628    
         4    2.063008006063152    
         5    2.063008006083628    
         6    2.000000000000001    
         7    1.999999999999999    
         8    1.999999999999999    
         9    1.971060761117723    
        10    5.936991993916372    
        11    5.936991993895899    
        12    5.936991993916374    
        13    5.936991993936849    
        14    5.936991993916370    
        15    0.028939238882277    
