         1             5    -0.000004965036688    0.000000000000000    
         1             7    0.999999999975348    0.000000000000000    
         1             8    -0.000004965036688    0.000000000000000    
         2             9    1.000000000000000    0.000000000000000    
         3             3    0.707106781160031    0.000000000000000    
         3             6    0.707106781213064    0.000000000000000    
         4             5    0.707106781169116    0.000000000000000    
         4             7    0.000007021622222    0.000000000000000    
         4             8    0.707106781169116    0.000000000000000    
         5             2    1.000000000000000    0.000000000000000    
         6            14    1.000000000000000    0.000000000000000    
         7            12    0.707106781213064    0.000000000000000    
         7            13    0.707106781160031    0.000000000000000    
         8             4    1.000000000000000    0.000000000000000    
         9            11    1.000000000000000    0.000000000000000    
        10             1    1.000000000000000    0.000000000000000    
        11             3    0.707106781213064    0.000000000000000    
        11             6    -0.707106781160031    0.000000000000000    
        12             5    0.408248290463863    0.000000000000000    
        12             8    -0.408248290463863    0.000000000000000    
        12            10    0.816496580927727    0.000000000000000    
        13            12    0.707106781160031    0.000000000000000    
        13            13    -0.707106781213064    -0.000000000000000    
        14            15    1.000000000000000    0.000000000000000    
        15             5    -0.577350269189626    0.000000000000000    
        15             8    0.577350269189626    0.000000000000000    
        15            10    0.577350269189625    0.000000000000000    
