    1    1    1        0.5626455001        0.0000000000
    1    1    2       -0.0186300822       -0.0191028228
    1    1    3        0.0868682535       -0.0848425748
    1    1    4        0.2440419919       -0.0003856986
    1    1    5        0.0001963773       -0.0081050628
    1    1    6       -0.1123811564        0.1093348163
    1    1    7       -0.0011356657        0.2628840865
    1    1    8        0.0003853289       -0.0004853342
    1    1    9        0.0116934269        0.0101529455
    1    1   10        0.0006995237       -0.1645857636
    1    1   11       -0.0143073149       -0.0000305721
    1    1   12        0.0052444670        0.0071473878
    1    2    1       -0.0186300822        0.0191028228
    1    2    2        0.9639162987        0.0000000000
    1    2    3        0.0001079794       -0.0262158186
    1    2    4        0.0098694761       -0.0102447238
    1    2    5       -0.0002119918       -0.0002556633
    1    2    6       -0.0001963773        0.0333341685
    1    2    7        0.0004615190        0.0005615241
    1    2    8       -0.0000036219       -0.0036946217
    1    2    9       -0.0258704922       -0.0000404819
    1    2   10       -0.0035554565       -0.0036261708
    1    2   11       -0.0019962250        0.0020350932
    1    2   12        0.0298755507        0.0000305721
    1    3    1        0.0868682535        0.0848425748
    1    3    2        0.0001079794        0.0262158186
    1    3    3        0.6780785813        0.0000000000
    1    3    4       -0.0448275095       -0.0434061615
    1    3    5        0.0022784643       -0.0026537123
    1    3    6        0.3693905898        0.0003856988
    1    3    7       -0.0798880404        0.0814285219
    1    3    8        0.0282198559        0.0000404817
    1    3    9        0.0004318228        0.0139446111
    1    3   10        0.0686695968       -0.0698700282
    1    3   11       -0.0011896777       -0.0012603919
    1    3   12       -0.0006995236       -0.0043508749
    1    4    1        0.2440419919        0.0003856986
    1    4    2        0.0098694761        0.0102447238
    1    4    3       -0.0448275095        0.0434061615
    1    4    4        0.8219214188        0.0000000000
    1    4    5       -0.0001079794        0.0057184982
    1    4    6        0.0587799216       -0.0567542428
    1    4    7        0.0006995240       -0.1642570223
    1    4    8        0.0046364822       -0.0045657677
    1    4    9       -0.0192143628       -0.0180139314
    1    4   10       -0.0004318228        0.1042043917
    1    4   11        0.0116363073        0.0000404819
    1    4   12        0.0199931147        0.0184526332
    1    5    1        0.0001963773        0.0081050628
    1    5    2       -0.0002119918        0.0002556633
    1    5    3        0.0022784643        0.0026537123
    1    5    4       -0.0001079794       -0.0057184982
    1    5    5        0.9698460396        0.0000000000
    1    5    6       -0.0041362877       -0.0046090285
    1    5    7        0.0128785190        0.0000305719
    1    5    8        0.0006895864        0.0006507180
    1    5    9        0.0022707034       -0.0021999888
    1    5   10       -0.0139856710       -0.0000404818
    1    5   11        0.0000036219        0.0045448126
    1    5   12        0.0045812362       -0.0046812417
    1    6    1       -0.1123811564       -0.1093348163
    1    6    2       -0.0001963773       -0.0333341685
    1    6    3        0.3693905898       -0.0003856988
    1    6    4        0.0587799216        0.0567542428
    1    6    5       -0.0041362877        0.0046090285
    1    6    6        0.5035921615        0.0000000000
    1    6    7        0.0928184362       -0.0947213570
    1    6    8       -0.0284467548       -0.0000305719
    1    6    9       -0.0006995241       -0.0046796161
    1    6   10       -0.0881877283        0.0897282096
    1    6   11       -0.0037343883       -0.0036343833
    1    6   12        0.0011356657       -0.0113830477
    1    7    1       -0.0011356657       -0.2628840865
    1    7    2        0.0004615190       -0.0005615241
    1    7    3       -0.0798880404       -0.0814285219
    1    7    4        0.0006995240        0.1642570223
    1    7    5        0.0128785190       -0.0000305719
    1    7    6        0.0928184362        0.0947213570
    1    7    7        0.6907570341        0.0000000000
    1    7    8        0.0072655920        0.0077383323
    1    7    9        0.0120218731       -0.0140475520
    1    7   10        0.1899763600        0.0003856984
    1    7   11       -0.0001963771       -0.0093459668
    1    7   12       -0.0341153704        0.0371617105
    1    8    1        0.0003853289        0.0004853342
    1    8    2       -0.0000036219        0.0036946217
    1    8    3        0.0282198559       -0.0000404817
    1    8    4        0.0046364822        0.0045657677
    1    8    5        0.0006895864       -0.0006507180
    1    8    6       -0.0284467548        0.0000305719
    1    8    7        0.0072655920       -0.0077383323
    1    8    8        0.9653124622        0.0000000000
